n_topics,n_words,coherence
25,5,0.6542789032224171
20,5,0.5817865730429885
15,5,0.5772048527671336
25,10,0.5220009650258957
25,15,0.5220009650258957
20,15,0.4995920279961727
20,10,0.4779827267136812
15,15,0.45927669811004057
15,10,0.4230437257775429
